Date,Open,High,Low,Close,AdjClose,TotalVolume
3/2/2011,1305.47,1314.19,1302.58,1308.44,,1025000000
3/3/2011,1312.37,1332.28,1312.37,1330.97,,4340470000
3/4/2011,1330.73,1331.08,1312.59,1321.15,,4223740000
3/7/2011,1322.72,1327.68,1303.99,1310.13,,3964730000
3/8/2011,1311.05,1325.74,1306.86,1321.82,,4531420000
3/9/2011,1319.92,1323.21,1312.27,1320.02,,3709520000
3/10/2011,1315.72,1315.72,1294.21,1295.11,,4723020000
3/11/2011,1293.43,1308.35,1291.99,1304.28,,3740400000
3/14/2011,1301.19,1301.19,1286.37,1296.39,,4050370000
3/15/2011,1288.46,1288.46,1261.12,1281.87,,5201400000
3/16/2011,1279.46,1280.91,1249.05,1256.88,,5833000000
3/17/2011,1261.61,1278.88,1261.61,1273.72,,4134950000
3/18/2011,1276.71,1288.88,1276.18,1279.21,,4685500000
3/21/2011,1281.65,1300.58,1281.65,1298.38,,4223730000
3/22/2011,1298.29,1299.35,1292.7,1293.77,,3576550000
3/23/2011,1292.19,1300.51,1284.05,1297.54,,3842350000
3/24/2011,1300.61,1311.34,1297.74,1309.66,,4223740000
3/25/2011,1311.8,1319.18,1310.15,1313.8,,4223740000
3/28/2011,1315.45,1319.74,1310.19,1310.19,,3215170000
3/29/2011,1309.37,1319.45,1305.26,1319.44,,3482580000
3/30/2011,1321.89,1331.74,1321.89,1328.26,,3809570000
3/31/2011,1327.44,1329.77,1325.03,1325.83,,3566270000
4/1/2011,1329.48,1337.85,1328.89,1332.41,,4223740000
4/4/2011,1333.56,1336.74,1329.1,1332.87,,4223740000
4/5/2011,1332.03,1338.21,1330.03,1332.63,,3852280000
4/6/2011,1335.94,1339.38,1331.09,1335.54,,4223740000
4/7/2011,1334.82,1338.8,1326.56,1333.51,,4005600000
4/8/2011,1336.16,1339.46,1322.94,1328.17,,3582810000
4/11/2011,1329.01,1333.77,1321.06,1324.46,,3478970000
4/12/2011,1321.96,1321.96,1309.51,1314.16,,4275490000
4/13/2011,1314.03,1321.35,1309.19,1314.41,,3850860000
4/14/2011,1311.13,1316.79,1302.42,1314.52,,3872630000
4/15/2011,1314.54,1322.88,1313.68,1319.68,,4223740000
4/18/2011,1313.35,1313.35,1294.7,1305.14,,4223740000
4/19/2011,1305.99,1312.7,1303.97,1312.62,,3886300000
4/20/2011,1319.12,1332.66,1319.12,1330.36,,4236280000
4/21/2011,1333.23,1337.49,1332.83,1337.38,,3587240000
4/25/2011,1337.14,1337.55,1331.47,1335.25,,2142130000
4/26/2011,1336.75,1349.55,1336.75,1347.24,,3908060000
4/27/2011,1348.43,1357.49,1344.25,1355.66,,4051570000
4/28/2011,1353.86,1361.71,1353.6,1360.48,,4036820000
4/29/2011,1360.14,1364.56,1358.69,1363.61,,3479070000
5/2/2011,1365.21,1370.58,1358.59,1361.22,,3846250000
5/3/2011,1359.76,1360.84,1349.52,1356.62,,4223740000
5/4/2011,1355.9,1355.9,1341.5,1347.32,,4223740000
5/5/2011,1344.16,1348,1329.17,1335.1,,3846250000
5/6/2011,1340.24,1354.36,1335.58,1340.2,,4223740000
5/9/2011,1340.2,1349.44,1338.64,1346.29,,4265250000
5/10/2011,1348.34,1359.44,1348.34,1357.16,,4223740000
5/11/2011,1354.51,1354.51,1336.36,1342.08,,3846250000
5/12/2011,1339.39,1351.05,1332.03,1348.65,,3777210000
5/13/2011,1348.69,1350.47,1333.36,1337.77,,3426660000
5/16/2011,1334.77,1343.33,1327.32,1329.47,,3846250000
5/17/2011,1326.1,1330.42,1318.51,1328.98,,4053970000
5/18/2011,1328.54,1341.82,1326.59,1340.68,,3922030000
5/19/2011,1342.4,1346.82,1336.36,1343.6,,3626110000
5/20/2011,1342,1342,1330.67,1333.27,,4066020000
5/23/2011,1333.07,1333.07,1312.88,1317.37,,3255580000
5/24/2011,1317.7,1323.72,1313.87,1316.28,,3846250000
5/25/2011,1316.36,1325.86,1311.8,1320.47,,4109670000
5/26/2011,1320.64,1328.51,1314.41,1325.69,,3259470000
5/27/2011,1325.69,1334.62,1325.69,1331.1,,3124560000
5/31/2011,1331.1,1345.2,1331.1,1345.2,,4696240000
6/1/2011,1345.2,1345.2,1313.71,1314.55,,4241090000
6/2/2011,1314.55,1318.03,1305.61,1312.94,,3762170000
6/3/2011,1312.94,1312.94,1297.9,1300.16,,3505030000
6/6/2011,1300.26,1300.26,1284.72,1286.17,,3555980000
6/7/2011,1286.31,1296.22,1284.74,1284.94,,3846250000
6/8/2011,1284.63,1287.04,1277.42,1279.56,,3970810000
6/9/2011,1279.63,1294.54,1279.63,1289,,3332510000
6/10/2011,1288.6,1288.6,1268.28,1270.98,,3846250000
6/13/2011,1271.31,1277.04,1265.64,1271.83,,4132520000
6/14/2011,1272.22,1292.5,1272.22,1287.87,,3500280000
6/15/2011,1287.87,1287.87,1261.9,1265.42,,4070500000
6/16/2011,1265.53,1274.11,1258.07,1267.64,,3846250000
6/17/2011,1268.58,1279.82,1267.4,1271.5,,4916460000
6/20/2011,1271.5,1280.42,1267.56,1278.36,,3464660000
6/21/2011,1278.4,1297.62,1278.4,1295.52,,4056150000
6/22/2011,1295.48,1298.61,1286.79,1287.14,,3718420000
6/23/2011,1286.6,1286.6,1262.87,1283.5,,4983450000
6/24/2011,1283.04,1283.93,1267.24,1268.45,,3665340000
6/27/2011,1268.44,1284.91,1267.53,1280.1,,3479070000
6/28/2011,1280.21,1296.8,1280.21,1296.67,,3681500000
6/29/2011,1296.85,1309.21,1296.85,1307.41,,4347540000
6/30/2011,1307.64,1321.97,1307.64,1320.64,,4200500000
7/1/2011,1320.64,1341.01,1318.18,1339.67,,3796930000
7/5/2011,1339.59,1340.89,1334.3,1337.88,,3722320000
7/6/2011,1337.56,1340.94,1330.92,1339.22,,3564190000
7/7/2011,1339.62,1356.48,1339.62,1353.22,,4069530000
7/8/2011,1352.39,1352.39,1333.71,1343.8,,3594360000
7/11/2011,1343.31,1343.31,1316.42,1319.49,,3879130000
7/12/2011,1319.61,1327.17,1313.33,1313.64,,4227890000
7/13/2011,1314.45,1331.48,1314.45,1317.72,,4060080000
7/14/2011,1317.74,1326.88,1306.51,1308.87,,4358570000
7/15/2011,1308.87,1317.7,1307.52,1316.14,,4242760000
7/18/2011,1315.94,1315.94,1295.92,1305.44,,4118160000
7/19/2011,1307.07,1328.14,1307.07,1326.73,,4304600000
7/20/2011,1328.66,1330.43,1323.65,1325.84,,3767420000
7/21/2011,1325.65,1347,1325.65,1343.8,,4837430000
7/22/2011,1343.8,1346.1,1336.95,1345.02,,3522830000
7/25/2011,1344.32,1344.32,1331.09,1337.43,,3536890000
7/26/2011,1337.39,1338.51,1329.59,1331.94,,4007050000
7/27/2011,1331.91,1331.91,1303.49,1304.89,,3479040000
7/28/2011,1304.84,1316.32,1299.16,1300.67,,4951800000
7/29/2011,1300.12,1304.16,1282.86,1292.28,,5061190000
8/1/2011,1292.59,1307.38,1274.73,1286.94,,4967390000
8/2/2011,1286.56,1286.56,1254.03,1254.05,,5206290000
8/3/2011,1254.25,1261.2,1234.56,1260.34,,6446940000
8/4/2011,1260.23,1260.23,1199.54,1200.07,,4266530000
8/5/2011,1200.28,1218.11,1168.09,1199.38,,5454590000
8/8/2011,1198.48,1198.48,1119.28,1119.46,,2615150000
8/9/2011,1120.23,1172.88,1101.54,1172.53,,2366660000
8/10/2011,1171.77,1171.77,1118.01,1120.76,,5018070000
8/11/2011,1121.3,1186.29,1121.3,1172.64,,3685050000
8/12/2011,1172.87,1189.04,1170.74,1178.81,,5640380000
8/15/2011,1178.86,1204.49,1178.86,1204.49,,4272850000
8/16/2011,1204.22,1204.22,1180.53,1192.76,,5071600000
8/17/2011,1192.89,1208.47,1184.36,1193.89,,4388340000
8/18/2011,1189.62,1189.62,1131.03,1140.65,,3234810000
8/19/2011,1140.47,1154.54,1122.05,1123.53,,5167560000
8/22/2011,1123.55,1145.49,1121.09,1123.82,,5436260000
8/23/2011,1124.36,1162.35,1124.36,1162.35,,5013170000
8/24/2011,1162.16,1178.56,1156.3,1177.6,,5315310000
8/25/2011,1176.69,1190.68,1155.47,1159.27,,5748420000
8/26/2011,1158.85,1181.23,1135.91,1176.8,,5035320000
8/29/2011,1177.91,1210.28,1177.91,1210.08,,4228070000
8/30/2011,1209.76,1220.1,1195.77,1212.92,,4572570000
8/31/2011,1213,1230.71,1209.35,1218.89,,5267840000
9/1/2011,1219.12,1229.29,1203.85,1204.42,,4780410000
9/2/2011,1203.9,1203.9,1170.56,1173.97,,4401740000
9/6/2011,1173.97,1173.97,1140.13,1165.24,,5103980000
9/7/2011,1165.85,1198.62,1165.85,1198.62,,4441040000
9/8/2011,1197.98,1204.4,1183.34,1185.9,,4465170000
9/9/2011,1185.37,1185.37,1148.37,1154.23,,4586370000
9/12/2011,1153.5,1162.52,1136.07,1162.27,,5168550000
9/13/2011,1162.59,1176.41,1157.44,1172.87,,4681370000
9/14/2011,1173.32,1202.38,1162.73,1188.68,,4986740000
9/15/2011,1189.44,1209.11,1189.44,1209.11,,4479730000
9/16/2011,1209.21,1220.06,1204.46,1216.01,,5248890000
9/19/2011,1214.99,1214.99,1188.36,1204.09,,4254190000
9/20/2011,1204.5,1220.39,1201.29,1202.09,,4315610000
9/21/2011,1203.63,1206.3,1166.21,1166.76,,4728550000
9/22/2011,1164.55,1164.55,1114.22,1129.56,,6703140000
9/23/2011,1128.82,1141.72,1121.36,1136.43,,5639930000
9/26/2011,1136.91,1164.19,1131.07,1162.95,,4762830000
9/27/2011,1163.32,1195.86,1163.32,1175.38,,5548130000
9/28/2011,1175.39,1184.71,1150.4,1151.06,,4787920000
9/29/2011,1151.74,1175.87,1139.93,1160.4,,5285740000
9/30/2011,1159.93,1159.93,1131.34,1131.42,,4416790000
10/3/2011,1131.21,1138.99,1098.92,1099.23,,5670340000
10/4/2011,1097.42,1125.12,1074.77,1123.95,,3714670000
10/5/2011,1124.03,1146.07,1115.68,1144.03,,2510620000
10/6/2011,1144.11,1165.55,1134.95,1164.97,,5098330000
10/7/2011,1165.03,1171.4,1150.26,1155.46,,5580380000
10/10/2011,1158.15,1194.91,1158.15,1194.89,,4446800000
10/11/2011,1194.6,1199.24,1187.3,1195.54,,4424500000
10/12/2011,1196.19,1220.25,1196.19,1207.25,,5355360000
10/13/2011,1206.96,1207.46,1190.58,1203.66,,4436270000
10/14/2011,1205.65,1224.61,1205.65,1224.58,,4116690000
10/17/2011,1224.47,1224.47,1198.55,1200.86,,4300700000
10/18/2011,1200.75,1233.1,1191.48,1225.38,,4840170000
10/19/2011,1223.46,1229.64,1206.31,1209.88,,4846390000
10/20/2011,1209.92,1219.53,1197.34,1215.39,,4870290000
10/21/2011,1215.39,1239.03,1215.39,1238.25,,4980770000
10/24/2011,1238.72,1256.55,1238.72,1254.19,,4309380000
10/25/2011,1254.19,1254.19,1226.79,1229.05,,4473970000
10/26/2011,1229.17,1246.28,1221.06,1242,,4873530000
10/27/2011,1243.97,1292.66,1243.97,1284.59,,6367610000
10/28/2011,1284.39,1287.08,1277.01,1285.09,,4536690000
10/31/2011,1284.96,1284.96,1253.16,1253.3,,4310210000
11/1/2011,1251,1251,1215.42,1218.28,,5645540000
11/2/2011,1219.62,1242.48,1219.62,1237.9,,4110530000
11/3/2011,1238.25,1263.21,1234.81,1261.15,,4849140000
11/4/2011,1260.82,1260.82,1238.92,1253.23,,3830650000
11/7/2011,1253.21,1261.7,1240.75,1261.12,,3429740000
11/8/2011,1261.12,1277.55,1254.99,1275.92,,3908490000
11/9/2011,1275.18,1275.18,1226.64,1229.1,,4659740000
11/10/2011,1229.59,1246.22,1227.7,1239.7,,4002760000
11/11/2011,1240.12,1266.98,1240.12,1263.85,,3370180000
11/14/2011,1263.85,1263.85,1246.68,1251.78,,3219680000
11/15/2011,1251.7,1264.25,1244.34,1257.81,,3599300000
11/16/2011,1257.81,1259.61,1235.67,1236.91,,4085010000
11/17/2011,1236.56,1237.73,1209.43,1216.13,,4596450000
11/18/2011,1216.19,1223.51,1211.36,1215.65,,3827610000
11/21/2011,1215.62,1215.62,1183.16,1192.98,,4050070000
11/22/2011,1192.98,1196.81,1181.65,1188.04,,3911710000
11/23/2011,1187.48,1187.48,1161.79,1161.79,,3798940000
11/25/2011,1161.41,1172.66,1158.66,1158.67,,1664200000
11/28/2011,1158.67,1197.35,1158.67,1192.55,,3920750000
11/29/2011,1192.56,1203.67,1191.8,1195.19,,3992650000
11/30/2011,1196.72,1247.11,1196.72,1246.96,,5801910000
12/1/2011,1246.91,1251.09,1239.73,1244.58,,3818680000
12/2/2011,1246.03,1260.08,1243.35,1244.28,,4144310000
12/5/2011,1244.33,1266.73,1244.33,1257.08,,4148060000
12/6/2011,1257.19,1266.03,1253.03,1258.47,,3734230000
12/7/2011,1258.14,1267.06,1244.8,1261.01,,4160540000
12/8/2011,1260.87,1260.87,1231.47,1234.35,,4298370000
12/9/2011,1234.48,1258.25,1234.48,1255.19,,3830610000
12/12/2011,1255.05,1255.05,1227.25,1236.47,,3600570000
12/13/2011,1236.83,1249.86,1219.43,1225.73,,4121570000
12/14/2011,1225.73,1225.73,1209.47,1211.82,,4298290000
12/15/2011,1212.12,1225.6,1212.12,1215.75,,3810340000
12/16/2011,1216.09,1231.04,1215.2,1219.66,,5345800000
12/19/2011,1219.74,1224.57,1202.37,1205.35,,3659820000
12/20/2011,1205.72,1242.82,1205.72,1241.3,,4055590000
12/21/2011,1241.25,1245.09,1229.51,1243.72,,2959020000
12/22/2011,1243.72,1255.22,1243.72,1254,,3492250000
12/23/2011,1254,1265.42,1254,1265.33,,2233830000
12/27/2011,1265.02,1269.37,1262.3,1265.43,,2130590000
12/28/2011,1265.38,1265.85,1248.64,1249.64,,2349980000
12/29/2011,1249.75,1263.54,1249.75,1263.02,,2278130000
12/30/2011,1262.82,1264.12,1257.46,1257.6,,2271850000
1/3/2012,1258.86,1284.62,1258.86,1277.06,,3943710000
1/4/2012,1277.03,1278.73,1268.1,1277.3,,3592580000
1/5/2012,1277.3,1283.05,1265.26,1281.06,,4315950000
1/6/2012,1280.93,1281.84,1273.34,1277.81,,3656830000
1/9/2012,1277.83,1281.99,1274.55,1280.7,,3371600000
1/10/2012,1280.77,1296.46,1280.77,1292.08,,4221960000
1/11/2012,1292.02,1293.8,1285.41,1292.48,,3968120000
1/12/2012,1292.48,1296.82,1285.77,1295.5,,4019890000
1/13/2012,1294.82,1294.82,1277.58,1289.09,,3692370000
1/17/2012,1290.22,1303,1290.22,1293.67,,4010490000
1/18/2012,1293.65,1308.11,1290.99,1308.04,,4096160000
1/19/2012,1308.07,1315.49,1308.07,1314.5,,4465890000
1/20/2012,1314.49,1315.38,1309.17,1315.38,,3912620000
1/23/2012,1315.29,1322.28,1309.89,1316,,3770910000
1/24/2012,1315.96,1315.96,1306.06,1314.65,,3693560000
1/25/2012,1314.4,1328.3,1307.65,1326.06,,4410910000
1/26/2012,1326.28,1333.47,1313.6,1318.43,,4522070000
1/27/2012,1318.25,1320.06,1311.72,1316.33,,4007380000
1/30/2012,1316.16,1316.16,1300.49,1313.01,,3659010000
1/31/2012,1313.53,1321.41,1306.69,1312.41,,4235550000
2/1/2012,1312.45,1330.52,1312.45,1324.09,,4504360000
2/2/2012,1324.24,1329.19,1321.57,1325.54,,4120920000
2/3/2012,1326.21,1345.34,1326.21,1344.9,,4608550000
2/6/2012,1344.32,1344.36,1337.52,1344.33,,3379700000
2/7/2012,1344.33,1349.24,1335.92,1347.05,,3742460000
2/8/2012,1347.04,1351,1341.95,1349.96,,4096730000
2/9/2012,1349.97,1354.32,1344.63,1351.95,,4209890000
2/10/2012,1351.21,1351.21,1337.35,1342.64,,3877580000
2/13/2012,1343.06,1353.35,1343.06,1351.77,,3618040000
2/14/2012,1351.3,1351.3,1340.83,1350.5,,3889520000
2/15/2012,1350.52,1355.87,1340.8,1343.23,,4080340000
2/16/2012,1342.61,1359.02,1341.22,1358.04,,4108880000
2/17/2012,1358.06,1363.4,1357.24,1361.23,,3717640000
2/21/2012,1361.22,1367.76,1358.11,1362.21,,3795200000
2/22/2012,1362.11,1362.7,1355.53,1357.66,,3633710000
2/23/2012,1357.53,1364.24,1352.28,1363.46,,3786450000
2/24/2012,1363.46,1368.92,1363.46,1365.74,,3505360000
2/27/2012,1365.2,1371.94,1354.92,1367.59,,3648890000
2/28/2012,1367.56,1373.09,1365.97,1372.18,,3579120000
2/29/2012,1372.2,1378.04,1363.81,1365.68,,4482370000
3/1/2012,1365.9,1376.17,1365.9,1374.09,,3919240000
3/2/2012,1374.09,1374.53,1366.42,1369.63,,3283490000
3/5/2012,1369.59,1369.59,1359.13,1364.33,,3429480000
3/6/2012,1363.63,1363.63,1340.03,1343.36,,4191060000
3/7/2012,1343.39,1354.85,1343.39,1352.63,,3580380000
3/8/2012,1352.65,1368.72,1352.65,1365.91,,3543060000
3/9/2012,1365.97,1374.76,1365.97,1370.87,,3639470000
3/12/2012,1370.78,1373.04,1366.69,1371.09,,3081870000
3/13/2012,1371.92,1396.13,1371.92,1395.95,,4386470000
3/14/2012,1395.95,1399.42,1389.97,1394.28,,4502280000
3/15/2012,1394.17,1402.63,1392.78,1402.6,,4271650000
3/16/2012,1402.55,1405.88,1401.47,1404.17,,5163950000
3/19/2012,1404.17,1414,1402.43,1409.75,,3932570000
3/20/2012,1409.59,1409.59,1397.68,1405.52,,3695280000
3/21/2012,1405.52,1407.75,1400.64,1402.89,,3573590000
3/22/2012,1402.89,1402.89,1388.73,1392.78,,3740590000
3/23/2012,1392.78,1399.18,1386.87,1397.11,,3472950000
3/26/2012,1397.11,1416.58,1397.11,1416.51,,3576950000
3/27/2012,1416.55,1419.15,1411.95,1412.52,,3513640000
3/28/2012,1412.52,1413.65,1397.2,1405.54,,3892800000
3/29/2012,1405.39,1405.39,1391.56,1403.28,,3832000000
3/30/2012,1403.31,1410.89,1401.42,1408.47,,3676890000
4/2/2012,1408.47,1422.38,1404.46,1419.04,,3572010000
4/3/2012,1418.98,1419,1404.62,1413.38,,3822090000
4/4/2012,1413.09,1413.09,1394.09,1398.96,,3938290000
4/5/2012,1398.79,1401.6,1392.92,1398.08,,3303740000
4/9/2012,1397.45,1397.45,1378.24,1382.2,,3468980000
4/10/2012,1382.18,1383.01,1357.38,1358.59,,4631730000
4/11/2012,1358.98,1374.71,1358.98,1368.71,,3743040000
4/12/2012,1368.77,1388.13,1368.77,1387.57,,3618280000
4/13/2012,1387.61,1387.61,1369.85,1370.26,,3631160000
4/16/2012,1370.27,1379.66,1365.38,1369.57,,3574780000
4/17/2012,1369.57,1392.76,1369.57,1390.78,,3456200000
4/18/2012,1390.78,1390.78,1383.29,1385.14,,3463140000
4/19/2012,1385.08,1390.46,1370.3,1376.92,,4180020000
4/20/2012,1376.96,1387.4,1376.96,1378.53,,3833320000
4/23/2012,1378.53,1378.53,1358.79,1366.94,,3654860000
4/24/2012,1366.97,1375.57,1366.82,1371.97,,3617100000
4/25/2012,1372.11,1391.37,1372.11,1390.69,,3998430000
4/26/2012,1390.64,1402.09,1387.28,1399.98,,4034700000
4/27/2012,1400.19,1406.64,1397.31,1403.36,,3645830000
4/30/2012,1403.26,1403.26,1394,1397.91,,3574010000
5/1/2012,1397.86,1415.32,1395.73,1405.82,,3807950000
5/2/2012,1405.5,1405.5,1393.92,1402.31,,3803860000
5/3/2012,1402.32,1403.07,1388.71,1391.57,,4004910000
5/4/2012,1391.51,1391.51,1367.96,1369.1,,3975140000
5/7/2012,1368.79,1373.91,1363.94,1369.58,,3559390000
5/8/2012,1369.16,1369.16,1347.75,1363.72,,4261670000
5/9/2012,1363.2,1363.73,1343.13,1354.58,,4288540000
5/10/2012,1354.58,1365.88,1354.58,1357.99,,3727990000
5/11/2012,1358.11,1365.66,1348.89,1353.39,,3869070000
5/14/2012,1351.93,1351.93,1336.61,1338.35,,3688120000
5/15/2012,1338.36,1344.94,1328.41,1330.66,,4114040000
5/16/2012,1330.78,1341.78,1324.79,1324.8,,4280420000
5/17/2012,1324.82,1326.36,1304.86,1304.86,,4664280000
5/18/2012,1305.05,1312.24,1291.98,1295.22,,4512470000
5/21/2012,1295.73,1316.39,1295.73,1315.99,,3786750000
5/22/2012,1316.09,1328.49,1310.04,1316.63,,4123680000
5/23/2012,1316.02,1320.71,1296.53,1318.86,,4108330000
5/24/2012,1318.72,1324.14,1310.5,1320.68,,3937670000
5/25/2012,1320.81,1324.2,1314.23,1317.82,,2872660000
5/29/2012,1318.9,1334.93,1318.9,1332.42,,3441640000
5/30/2012,1331.25,1331.25,1310.76,1313.32,,3534290000
5/31/2012,1313.09,1319.74,1298.9,1310.33,,4557620000
6/1/2012,1309.87,1309.87,1277.25,1278.04,,4669350000
6/4/2012,1278.29,1282.55,1266.74,1278.18,,4011960000
6/5/2012,1277.82,1287.62,1274.16,1285.5,,3403230000
6/6/2012,1285.61,1315.13,1285.61,1315.13,,4268360000
6/7/2012,1316.15,1329.05,1312.68,1314.99,,4258140000
6/8/2012,1314.99,1325.81,1307.77,1325.66,,3497190000
6/11/2012,1325.72,1335.52,1307.73,1308.93,,3537530000
6/12/2012,1309.4,1324.31,1306.62,1324.18,,3442920000
6/13/2012,1324.02,1327.28,1310.51,1314.88,,3506510000
6/14/2012,1314.88,1333.68,1314.14,1329.1,,3687720000
6/15/2012,1329.19,1343.32,1329.19,1342.84,,4401570000
6/18/2012,1342.42,1348.22,1334.46,1344.78,,3259430000
6/19/2012,1344.83,1363.46,1344.83,1357.98,,3815350000
6/20/2012,1358.04,1361.57,1346.45,1355.69,,3695700000
6/21/2012,1355.43,1358.27,1324.41,1325.51,,4094470000
6/22/2012,1325.92,1337.82,1325.92,1335.02,,5271490000
6/25/2012,1334.9,1334.9,1309.27,1313.72,,3501820000
6/26/2012,1314.09,1324.24,1310.3,1319.99,,3412940000
6/27/2012,1320.71,1334.4,1320.71,1331.85,,3286910000
6/28/2012,1331.52,1331.52,1313.29,1329.04,,3969370000
6/29/2012,1330.12,1362.17,1330.12,1362.16,,4590480000
7/2/2012,1362.33,1366.35,1355.7,1365.51,,3301650000
7/3/2012,1365.75,1374.81,1363.53,1374.02,,2116390000
7/5/2012,1373.72,1373.85,1363.02,1367.58,,3041520000
7/6/2012,1367.09,1367.09,1348.03,1354.68,,2745140000
7/9/2012,1354.66,1354.87,1346.65,1352.46,,2904860000
7/10/2012,1352.96,1361.54,1336.27,1341.47,,3470600000
7/11/2012,1341.4,1345,1333.25,1341.45,,3426290000
7/12/2012,1341.29,1341.29,1325.41,1334.76,,3654440000
7/13/2012,1334.81,1357.7,1334.81,1356.78,,3212930000
7/16/2012,1356.5,1357.26,1348.51,1353.64,,2862720000
7/17/2012,1353.68,1365.36,1345.07,1363.67,,3566680000
7/18/2012,1363.58,1375.26,1358.96,1372.78,,3642630000
7/19/2012,1373.01,1380.39,1371.21,1376.51,,4043360000
7/20/2012,1376.51,1376.51,1362.19,1362.66,,3925020000
7/23/2012,1362.34,1362.34,1337.56,1350.52,,3717180000
7/24/2012,1350.52,1351.53,1329.24,1338.31,,3891290000
7/25/2012,1338.35,1343.98,1331.5,1337.89,,3719170000
7/26/2012,1338.17,1363.13,1338.17,1360.02,,4429300000
7/27/2012,1360.05,1389.19,1360.05,1385.97,,4399010000
7/30/2012,1385.94,1391.74,1381.37,1385.3,,3212060000
7/31/2012,1385.27,1387.16,1379.17,1379.32,,3821570000
8/1/2012,1379.32,1385.03,1373.35,1375.32,,4440920000
8/2/2012,1375.13,1375.13,1354.65,1365,,4193740000
8/3/2012,1365.45,1394.16,1365.45,1390.99,,3751170000
8/6/2012,1391.04,1399.63,1391.04,1394.23,,3122050000
8/7/2012,1394.46,1407.14,1394.46,1401.35,,3682490000
8/8/2012,1401.23,1404.14,1396.13,1402.22,,3221790000
8/9/2012,1402.26,1405.95,1398.8,1402.8,,3119610000
8/10/2012,1402.58,1405.98,1395.62,1405.87,,2767980000
8/13/2012,1405.87,1405.87,1397.32,1404.11,,2499990000
8/14/2012,1404.36,1410.03,1400.6,1403.93,,2930900000
8/15/2012,1403.89,1407.73,1401.83,1405.53,,2655750000
8/16/2012,1405.57,1417.44,1404.15,1415.51,,3114100000
8/17/2012,1415.84,1418.71,1414.67,1418.16,,2922990000
8/20/2012,1417.85,1418.13,1412.12,1418.13,,2766320000
8/21/2012,1418.13,1426.68,1410.86,1413.17,,3282950000
8/22/2012,1413.09,1416.12,1406.78,1413.49,,3062690000
8/23/2012,1413.49,1413.49,1400.5,1402.08,,3008240000
8/24/2012,1401.99,1413.46,1398.04,1411.13,,2598790000
8/27/2012,1411.13,1416.17,1409.11,1410.44,,2472500000
8/28/2012,1410.44,1413.63,1405.59,1409.3,,2629090000
8/29/2012,1409.32,1413.95,1406.57,1410.49,,2571220000
8/30/2012,1410.08,1410.08,1397.01,1399.48,,2530280000
8/31/2012,1400.07,1413.09,1398.96,1406.58,,2938250000
9/4/2012,1406.54,1409.31,1396.56,1404.94,,3200310000
9/5/2012,1404.94,1408.81,1401.25,1403.44,,3389110000
9/6/2012,1403.74,1432.12,1403.74,1432.12,,3952870000
9/7/2012,1432.12,1437.92,1431.45,1437.92,,3717620000
9/10/2012,1437.92,1438.74,1428.98,1429.08,,3223670000
9/11/2012,1429.13,1437.76,1429.13,1433.56,,3509630000
9/12/2012,1433.56,1439.15,1432.99,1436.56,,3641200000
9/13/2012,1436.56,1463.76,1435.34,1459.99,,4606550000
9/14/2012,1460.07,1474.51,1460.07,1465.77,,5041990000
9/17/2012,1465.42,1465.63,1457.55,1461.19,,3482430000
9/18/2012,1461.19,1461.47,1456.13,1459.32,,3377390000
9/19/2012,1459.5,1465.15,1457.88,1461.05,,3451360000
9/20/2012,1461.05,1461.23,1449.98,1460.26,,3382520000
9/21/2012,1460.34,1467.07,1459.51,1460.15,,4833870000
9/24/2012,1459.76,1460.72,1452.06,1456.89,,3008920000
9/25/2012,1456.94,1463.24,1441.59,1441.59,,3739900000
9/26/2012,1441.6,1441.6,1430.53,1433.32,,3565380000
9/27/2012,1433.36,1450.2,1433.36,1447.15,,3150330000
9/28/2012,1447.13,1447.13,1435.6,1440.67,,3509230000
10/1/2012,1440.9,1457.14,1440.9,1444.49,,3505080000
10/2/2012,1444.99,1451.52,1439.01,1445.75,,3321790000
10/3/2012,1446.05,1454.3,1441.99,1450.99,,3531640000
10/4/2012,1451.08,1463.14,1451.08,1461.4,,3615860000
10/5/2012,1461.4,1470.96,1456.89,1460.93,,3172940000
10/8/2012,1460.93,1460.93,1453.1,1455.88,,2328720000
10/9/2012,1455.9,1455.9,1441.18,1441.48,,3216320000
10/10/2012,1441.48,1442.52,1430.64,1432.56,,3225060000
10/11/2012,1432.82,1443.9,1432.82,1432.84,,3672540000
10/12/2012,1432.84,1438.43,1425.53,1428.59,,3134750000
10/15/2012,1428.75,1441.31,1427.24,1440.13,,3483810000
10/16/2012,1440.31,1455.51,1440.31,1454.92,,3568770000
10/17/2012,1454.22,1462.2,1453.35,1460.91,,3655320000
10/18/2012,1460.94,1464.02,1452.63,1457.34,,3880030000
10/19/2012,1457.34,1457.34,1429.85,1433.19,,3875170000
10/22/2012,1433.21,1435.46,1422.06,1433.82,,3216220000
10/23/2012,1433.74,1433.74,1407.56,1413.11,,3587670000
10/24/2012,1413.2,1420.04,1407.1,1408.75,,3385970000
10/25/2012,1409.74,1421.12,1405.14,1412.97,,3512640000
10/26/2012,1412.97,1417.09,1403.28,1411.94,,3284910000
10/31/2012,1410.99,1418.76,1405.95,1412.16,,3577110000
11/1/2012,1412.2,1428.35,1412.2,1427.59,,3929890000
11/2/2012,1427.59,1434.27,1412.91,1414.2,,3732480000
11/5/2012,1414.02,1419.9,1408.13,1417.26,,2921040000
